ID Place of Birth,Place of Birth,ID Age,Age,ID Year,Year,Birthplace,Birthplace Moe,Geography,ID Geography,Slug Geography,nativity,share
3,"Born In State of Residence,Born In Other State In The United States,Native; Born Outside The United States",15,"45 to 54 Years",6039,"2013",4432,789,"Grants Pass, OR","16000US4130550","grants-pass-or","Native Born",0.1278264882325796
3,"Born In State of Residence,Born In Other State In The United States,Native; Born Outside The United States",18,"55 to 59 Years",6039,"2013",1905,405,"Grants Pass, OR","16000US4130550","grants-pass-or","Native Born",0.05494347023534841
3,"Born In State of Residence,Born In Other State In The United States,Native; Born Outside The United States",21,"60 & 61 Years",6039,"2013",623,266,"Grants Pass, OR","16000US4130550","grants-pass-or","Native Born",0.017968389478541763
3,"Born In State of Residence,Born In Other State In The United States,Native; Born Outside The United States",24,"62 to 64 Years",6039,"2013",1086,334,"Grants Pass, OR","16000US4130550","grants-pass-or","Native Born",0.03132210429164744
3,"Born In State of Residence,Born In Other State In The United States,Native; Born Outside The United States",27,"65 to 74 Years",6039,"2013",3172,505,"Grants Pass, OR","16000US4130550","grants-pass-or","Native Born",0.09148592524227042
3,"Born In State of Residence,Born In Other State In The United States,Native; Born Outside The United States",30,"75 Years & Over",6039,"2013",3357,467,"Grants Pass, OR","16000US4130550","grants-pass-or","Native Born",0.09682164282418089
3,"Foreign Born",0,"Under 5 Years",2013,"2013",0,25,"Grants Pass, OR","16000US4130550","grants-pass-or","Foreign Born",0
3,"Foreign Born",1,"5 to 17 Years",2013,"2013",15,23,"Grants Pass, OR","16000US4130550","grants-pass-or","Foreign Born",0.00043262574988463313
3,"Foreign Born",2,"18 to 24 Years",2013,"2013",69,57.99999999999999,"Grants Pass, OR","16000US4130550","grants-pass-or","Foreign Born",0.0019900784494693126
3,"Foreign Born",3,"25 to 34 Years",2013,"2013",48,47,"Grants Pass, OR","16000US4130550","grants-pass-or","Foreign Born",0.0013844023996308261
3,"Foreign Born",4,"35 to 44 Years",2013,"2013",207,85,"Grants Pass, OR","16000US4130550","grants-pass-or","Foreign Born",0.005970235348407937
3,"Foreign Born",5,"45 to 54 Years",2013,"2013",182,103,"Grants Pass, OR","16000US4130550","grants-pass-or","Foreign Born",0.005249192431933549
3,"Foreign Born",6,"55 to 59 Years",2013,"2013",44,36,"Grants Pass, OR","16000US4130550","grants-pass-or","Foreign Born",0.0012690355329949238
3,"Foreign Born",7,"60 & 61 Years",2013,"2013",34,37,"Grants Pass, OR","16000US4130550","grants-pass-or","Foreign Born",0.0009806183664051685
3,"Foreign Born",8,"62 to 64 Years",2013,"2013",31,36,"Grants Pass, OR","16000US4130550","grants-pass-or","Foreign Born",0.0008940932164282419
3,"Foreign Born",9,"65 to 74 Years",2013,"2013",189,70,"Grants Pass, OR","16000US4130550","grants-pass-or","Foreign Born",0.005451084448546377
3,"Foreign Born",10,"75 Years & Over",2013,"2013",135,85,"Grants Pass, OR","16000US4130550","grants-pass-or","Foreign Born",0.003893631748961698
